"LOCTN
TYPE","LOCATION
NAME","LCTN
PRTY","LOCATION
MONITOR","STANDARD
ACTION","ACTION
DETAILS","ACTION
STATUS",FREQ,"ACTN
PRTY","PRIMARY
AGENT","ADDITIONAL
AGENTS",YEAR,RESULT,"RESULT
DETAILS",
Biosite,Blacks Creek N.C.R.,H,Evelyn Nicholson,Undertake detailed population monitoring and collect demographic information,Undertake population monitoring at least three times per year via the roof tile grid method (three grids are present at this site). Capture-mark-recapture also undertaken in conjunction with the roof tile monitoring.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2012/2013,COMPLETED,The site has been monitored once with no individuals detected. The site has only been monitored once this season to allow for other sites to be monitored multiple times as part of the capture-mark-recapture program. ,
Biosite,Blacks Creek N.C.R.,H,Evelyn Nicholson,Undertake detailed population monitoring and collect demographic information,Undertake population monitoring at least three times per year via the roof tile grid method (three grids are present at this site). Capture-mark-recapture also undertaken in conjunction with the roof tile monitoring.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2013/2014,NOT ENTERED,No Description Recorded,
Biosite,Blacks Creek N.C.R.,H,Evelyn Nicholson,Undertake detailed population monitoring and collect demographic information,Undertake population monitoring at least three times per year via the roof tile grid method (three grids are present at this site). Capture-mark-recapture also undertaken in conjunction with the roof tile monitoring.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2014/2015,NOT ENTERED,No Description Recorded,
Biosite,Blacks Creek N.C.R.,H,Evelyn Nicholson,Undertake detailed population monitoring and collect demographic information,Undertake population monitoring at least three times per year via the roof tile grid method (three grids are present at this site). Capture-mark-recapture also undertaken in conjunction with the roof tile monitoring.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2015/2016,NOT ENTERED,No Description Recorded,
Biosite,Blacks Creek N.C.R.,H,Evelyn Nicholson,Undertake habitat monitoring,Undertake habitat assessment at least twice per year via photo plot monitoring.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2004/2005,COMPLETED,04/05. Habitat monitoring conducted twice at each of the three grids in 2004/05.,
Biosite,Blacks Creek N.C.R.,H,Evelyn Nicholson,Undertake habitat monitoring,Undertake habitat assessment at least twice per year via photo plot monitoring.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2005/2006,COMPLETED,Monitoring undertaken as part of an honours project.,
Biosite,Blacks Creek N.C.R.,H,Evelyn Nicholson,Undertake habitat monitoring,Undertake habitat assessment once per year via photo plot monitoring.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2006/2007,NOT DONE,Not required in 06/07.,
Biosite,Blacks Creek N.C.R.,H,Evelyn Nicholson,Undertake habitat monitoring,Undertake habitat assessment once per year via photo plot monitoring.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2007/2008,NOT DONE,To be done in December 2008.,
Biosite,Blacks Creek N.C.R.,H,Evelyn Nicholson,Undertake habitat monitoring,Undertake habitat assessment once per year via photo plot monitoring.,Ongoing,Every other year,H,DSE South West Region,,2008/2009,NOT DONE,Not done in 2008/09 due to time constraints.,
Biosite,Blacks Creek N.C.R.,H,Evelyn Nicholson,Undertake habitat monitoring,Undertake habitat assessment once every three years via photo plot monitoring.,Ongoing,Every three years,H,DSE South West Region,,2009/2010,COMPLETED,Habitat assessment conducted at each of the three grids during summer. A total of 20 1m2 photo plots were taken across each of the three tile grids to give an overall representation of the habitat across the site.,
Biosite,Blacks Creek N.C.R.,H,Evelyn Nicholson,Undertake habitat monitoring,Undertake habitat assessment once every three years via photo plot monitoring.,Ongoing,Every three years,H,DSE South West Region,,2012/2013,NOT DONE, ,
Biosite,"Bochara Station, Hamilton to Coleraine Rail Reserve",H,Evelyn Nicholson,Apply ecological burning,Undertaken autumn mosaic ecological burns throughout the Bochara Station grounds.,Ongoing,As needed,H,DSE South West Region,"CFA - Hamilton, Committee of Management",2004/2005,COMPLETED,04/05. Ecological mosaic burn undertaken in March 2005 to reduce weed cover and promote regeneration of native grass species.,
Biosite,"Bochara Station, Hamilton to Coleraine Rail Reserve",H,Evelyn Nicholson,Apply ecological burning,Undertaken autumn mosaic ecological burns throughout the Bochara Station grounds.,Ongoing,As needed,H,DSE South West Region,"CFA - Hamilton, Committee of Management",2005/2006,NOT DONE,Not required in 2005/06.,
Biosite,"Bochara Station, Hamilton to Coleraine Rail Reserve",H,Evelyn Nicholson,Apply ecological burning,Undertaken autumn mosaic ecological burns throughout the Bochara Station grounds.,Ongoing,As needed,M,DSE South West Region,"CFA - Hamilton, Committee of Management",2006/2007,NOT DONE,Not required in 2006/07.,
Biosite,"Bochara Station, Hamilton to Coleraine Rail Reserve",H,Evelyn Nicholson,Apply ecological burning,Undertaken autumn mosaic ecological burns throughout the Bochara Station grounds.,Ongoing,As needed,M,DSE South West Region,"CFA - Hamilton, Committee of Management",2007/2008,NOT DONE,Although the site was ready for another ecological burn it did not take place in 2007/08.,
Biosite,"Bochara Station, Hamilton to Coleraine Rail Reserve",H,Evelyn Nicholson,Apply ecological burning,Undertaken autumn mosaic ecological burns throughout the Bochara Station grounds.,Ongoing,As needed,M,DSE South West Region,"CFA - Hamilton, Committee of Management",2008/2009,NOT DONE,Although the site was ready for another ecological burn it did not take place in 2008/09. Hand spraying of weeds was undertaken instead.,
Biosite,"Bochara Station, Hamilton to Coleraine Rail Reserve",H,Evelyn Nicholson,Apply ecological burning,Undertaken autumn mosaic ecological burns throughout the Bochara Station grounds.,Ongoing,As needed,M,DSE South West Region,"CFA - Hamilton, Committee of Management",2009/2010,PARTIALLY COMPLETED,Site was scheduled to be burnt by the CFA but was not completed due to other priorities.,
Biosite,"Bochara Station, Hamilton to Coleraine Rail Reserve",H,Evelyn Nicholson,Apply ecological burning,Undertaken autumn mosaic ecological burns throughout the Bochara Station grounds.,Ongoing,As needed,M,DSE South West Region,"CFA - Hamilton, Committee of Management",2010/2011,NOT DONE,Site was not burnt due to heavy spring and summer rainfall. ,
Biosite,"Bochara Station, Hamilton to Coleraine Rail Reserve",H,Evelyn Nicholson,Apply ecological burning,Undertaken autumn mosaic ecological burns throughout the Bochara Station grounds.,Ongoing,Every three years,M,DSE South West Region,"CFA - Hamilton, Committee of Management",2011/2012,NOT DONE, ,
Biosite,"Bochara Station, Hamilton to Coleraine Rail Reserve",H,Evelyn Nicholson,Apply ecological burning,Undertaken autumn mosaic ecological burns throughout the Bochara Station grounds.,Ongoing,"Every year, or more freq.",H,DSE South West Region,"CFA - Hamilton, Committee of Management",2012/2013,NOT DONE, ,
Biosite,"Bochara Station, Hamilton to Coleraine Rail Reserve",H,Evelyn Nicholson,Apply ecological burning,Undertaken autumn mosaic ecological burns throughout the Bochara Station grounds.,Ongoing,"Every year, or more freq.",H,DSE South West Region,"CFA - Hamilton, Committee of Management",2013/2014,NOT ENTERED,No Description Recorded,
Biosite,"Bochara Station, Hamilton to Coleraine Rail Reserve",H,Evelyn Nicholson,Apply ecological burning,Undertaken autumn mosaic ecological burns throughout the Bochara Station grounds.,Ongoing,"Every year, or more freq.",H,DSE South West Region,"CFA - Hamilton, Committee of Management",2014/2015,NOT ENTERED,No Description Recorded,
Biosite,"Bochara Station, Hamilton to Coleraine Rail Reserve",H,Evelyn Nicholson,Apply ecological burning,Undertaken autumn mosaic ecological burns throughout the Bochara Station grounds.,Ongoing,"Every year, or more freq.",H,DSE South West Region,"CFA - Hamilton, Committee of Management",2015/2016,NOT ENTERED,No Description Recorded,
Biosite,"Bochara Station, Hamilton to Coleraine Rail Reserve",H,Evelyn Nicholson,Assess threats,Assess and identify potential threats to D. impar and its habitat.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2005/2006,PARTIALLY COMPLETED,Currently being undertaken in ABC.,
Biosite,"Bochara Station, Hamilton to Coleraine Rail Reserve",H,Evelyn Nicholson,Assess threats,Assess and identify potential threats to D. impar and its habitat.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2006/2007,NOT DONE,No Description Recorded,
Biosite,"Bochara Station, Hamilton to Coleraine Rail Reserve",H,Evelyn Nicholson,Assess threats,Assess and identify potential threats to D. impar and its habitat as they arise.,Ongoing,As needed,H,DSE South West Region,,2007/2008,PARTIALLY COMPLETED,Weed issues are becoming more prominent since grazing has been completely excluded. Weed spraying and/or fire needs to be implemented to address this threat.,
Biosite,"Bochara Station, Hamilton to Coleraine Rail Reserve",H,Evelyn Nicholson,Assess threats,Assess and identify potential threats to D. impar and its habitat as they arise.,Ongoing,As needed,H,DSE South West Region,,2008/2009,COMPLETED,Weed issues are becoming more prominent since grazing has been completely excluded. Weed spraying was implemented to address this threat.,
Biosite,"Bochara Station, Hamilton to Coleraine Rail Reserve",H,Evelyn Nicholson,Assess threats,Assess and identify potential threats to D. impar and its habitat as they arise.,Ongoing,As needed,H,DSE South West Region,,2009/2010,COMPLETED,Weed issues are becoming more prominent since grazing has been completely excluded. Weed spraying was implemented to address this threat and another burn has been scheduled.,
Biosite,"Bochara Station, Hamilton to Coleraine Rail Reserve",H,Evelyn Nicholson,Assess threats,Assess and identify potential threats to D. impar and its habitat as they arise.,Ongoing,As needed,H,DSE South West Region,,2010/2011,COMPLETED,Weed issues are becoming more prominent since grazing has been completely excluded. Weed spraying was implemented to address this threat. Another burn was scheduled for 2010/11 but due to the wet summer the burn could not be implemented.,
Biosite,"Bochara Station, Hamilton to Coleraine Rail Reserve",H,Evelyn Nicholson,Assess threats,Assess and identify potential threats to D. impar and its habitat as they arise.,Ongoing,As needed,H,DSE South West Region,,2011/2012,COMPLETED,No new threats have been identified in 2011/2012. Weed invasion continues to be an issue at the site and weed management will be required in future to maintain Striped Legless Lizard habitat.,
Biosite,"Bochara Station, Hamilton to Coleraine Rail Reserve",H,Evelyn Nicholson,Assess threats,Assess and identify potential threats to D. impar and its habitat as they arise.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2012/2013,COMPLETED,No new threats have been identified in 2012/2013. Weed invasion continues to be an issue at the site and weed management will be required in future to maintain Striped Legless Lizard habitat.,
Biosite,"Bochara Station, Hamilton to Coleraine Rail Reserve",H,Evelyn Nicholson,Assess threats,Assess and identify potential threats to D. impar and its habitat as they arise.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2013/2014,NOT ENTERED,No Description Recorded,
Biosite,"Bochara Station, Hamilton to Coleraine Rail Reserve",H,Evelyn Nicholson,Assess threats,Assess and identify potential threats to D. impar and its habitat as they arise.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2014/2015,NOT ENTERED,No Description Recorded,
Biosite,"Bochara Station, Hamilton to Coleraine Rail Reserve",H,Evelyn Nicholson,Assess threats,Assess and identify potential threats to D. impar and its habitat as they arise.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2015/2016,NOT ENTERED,No Description Recorded,
Biosite,"Bochara Station, Hamilton to Coleraine Rail Reserve",H,Evelyn Nicholson,"Develop, provide input to or implement park, reserve or land management plan",Incorporate management actions for D. impar and its habitat into the relevant park or reserve management plan.,One-off: to do,One-off event,H,DSE South West Region,Committee of Management,2005/2006,COMPLETED,The conservation of D. impar has been recognised by the Committee of Management and incorporated into their management plan.,
